id	picture	name	price	authority	date	controller	article_violated	type	source	summary
331	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	75000	Spanish Data Protection Authority (AEPD)	06/15/2020	Xfera Moviles S.A.	Art. 6 GDPR	Non-compliance with subjects' rights protection safeguards		The data subject received a notification from a debt collection company about required debt payments that the data subjects had to make in connection to Xfera Moviles services. However, the data subject had terminated its relations with Xfera Movies since September 2017. Moreover, Xfera Moviles had breached Article 6 of the GDPR when it processed the plaintiff’s data without consent.
332	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	2000	Spanish Data Protection Authority (AEPD)	06/16/2020	Café Bar	Art. 5 GDPR|Art. 6 GDPR|Art. 13 GDPR|Art. 14 GDPR	Non-compliance with subjects' rights protection safeguards		The café bar unlawfully used a CCTV surveillance system to record third parties when it had not sufficiently fulfilled its information obligations.
333	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	2000	Spanish Data Protection Authority (AEPD)	06/22/2020	Unknown	Art. 5 GDPR|Art. 6 GDPR|Art. 13 GDPR|Art. 14 GDPR	Non-compliance with subjects' rights protection safeguards		The company hadn’t complied with the information obligations when it used a CCTV surveillance system to record the public space and passing pedestrians, without their consent.
334	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	9000	Spanish Data Protection Authority (AEPD)	06/19/2020	National Police Brigade	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with subjects' rights protection safeguards		The National Police Brigade unlawfully made copies of the business records of a specific company for the purpose of investigations. These business records contained data related to other third parties, and the National Police Brigade had no legal basis to process these third parties’ data.
335	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	7500	Spanish Data Protection Authority (AEPD)	06/23/2020	Miraclia	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with subjects' rights protection safeguards		The telecommunications company recorded telephone jokes with an app without the prior consent of the users involved in the conversation. This was seen as a case of personal data processing, where the voice of the recorded individuals, upon correlation with the telephone number, could constitute personal data. Thus, the data protection law was applicable in the case of these recordings.
336	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	3600	Spanish Data Protection Authority (AEPD)	07/02/2020	Saunier-Tec Mantenimientos de Calor y Frio, SL.	Art. 33 GDPR	Failure to implement sufficient measures to ensure information security		The company hadn’t informed the AEPD in due time or in a sufficient manner, despite the fact that it made efforts in remedying a data breach. Thus, the company was issued a fine of €4,800 by the AEPD, which was reduced to €3,600 when the company agreed to pay the fine voluntarily.
337	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	4000	Spanish Data Protection Authority (AEPD)	07/02/2020	De Vere Spain S.L.	Art. 21 GDPR	Non-compliance with lawful basis for data processing		The data subject continued to receive marketing calls despite the fact the he/she requested the company to stop processing his/her personal data.
338	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	24000	Spanish Data Protection Authority (AEPD)	07/02/2020	Iberdrola Clientes	Art. 5 GDPR	Non-compliance with subjects' rights protection safeguards		A client of Iberdrola Clientes received an electricity bill issued on the name, address and bank account of another client. Iberdrola Clientes had not employed the necessary security and organizational measures to ensure that the data processing was done correctly. Thus, the company violated the principles of data confidentiality and integrity. Initially, the company was fined €40,000 but due to its confirmation of voluntary payment, the fine was reduced to €24,000.
339	https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg	Sweden	1900	Data Protection Authority of Sweden	06/16/2020	Housing Association	Art. 5 GDPR|Art. 6 GDPR	Failure to comply with data processing principles		The Housing Association unlawfully used surveillance cameras and sound recording systems on the staircases and the entrances. The data protection authority concluded that sound recordings involve certain privacy implications and justifiable motivations were required for this to be legal in a residential building. The data protection authority compelled the housing association to stop these sound recordings and to further improve its information on the camera surveillance system.
340	https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg	Netherlands	830000	Dutch Supervisory Authority for Data Protection (AP)	07/06/2020	Bureau Krediet Registration	Art. 12 GDPR|Art. 15 GDPR	Non-compliance with lawful basis for data processing		BKR only allowed data subjects to request their data once per years free of charge and by post only. For subsequent data requests it required people to pay a fee &#8211; something that violates GDPR, which states that data subjects can request access to their personal data free of charge any number of times they wish.
341	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	16700000	Italian Data Protection Authority (Garante)	07/13/2020	Wind Tre S.p.A.	Art. 5 GDPR|Art. 6 GDPR|Art. 12 GDPR. Art. 24 GDPR|Art. 25 GDPR	Non-compliance with lawful basis for data processing		The company was fined because it has unlawfully processed data as part of its marketing campaigns. Apparently, more than a hundred clients reported receiving unsolicited marketing emails, SMS messages, telephone calls, and other marketing automated calls. Moreover, the clients couldn’t exercise their consent withdrawal rights in relation to the data processed by the company because the company’s Data Protection Policy did not provide the necessary information. The data subjects also reported that their contact details had been posted on public telephone lists despite their disapproval and direct objection to this. Last but not least, the company used apps that would process the user’s data every time the apps were used, with the only possibility to withdraw consent for the data processing being available 24 hours later.
342	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	800000	Italian Data Protection Authority (Garante)	07/13/2020	Iliad Italia S.p.A.	Art. 5 GDPR|Art. 25 GDPR	Non-compliance with lawful basis for data processing		This company was fined because it used inappropriate methods to process the customer’s data and record the payment details related to the activation of their SIM cards. The data processing authority found out that the company had broken the principles of data transparency, lawfulness, fairness, and the confidentiality and integrity in relation to the processing of the customer’s personal data. This data was unlawfully used for marketing purposes as well as storage purposes on the official website.
343	https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg	Italy	200000	Italian Data Protection Authority (Garante)	07/13/2020	Merlini s.r.l.	Art. 5 GDPR|Art. 6 GDPR|Art. 7 GDPR|Art. 28 GDPR|Art. 29 GDPR	Non-compliance with lawful basis for data processing		This company was fined for having provided telemarketing services for Wind Tre S.p.A. through a certain third party provider. The company did not have a sufficient legal basis to undergo the data processing via the third party provider (Art. 5-7 GDPR), and neither did it have any contractual agreements with this third party provider (Art. 28, 29 GDPR).
344	https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg	Norway	46660	Norwegian Supervisory Authority (Datatilsynet)	07/10/2020	Municipality of Rælingen	Art. 32 GDPR|Art. 35 GDPR	Failure to implement sufficient measures to ensure information security		The municipality received a fine of €46,660 for having processed children’s health data related to disability issues in relation to the digital learning platform “Showbie”. In this case, the municipality failed to do a DPIA (Data Protection Impact Assessment) that falls under Article 35 of the General Data Protection Regulation (GDPR), before it processed the data. Moreover, the municipality also failed to take the necessary organizational and technical measures to ensure the security of the children’s data, leading to unauthorized access to the data, thus acting in disaccord with Article 32 of the GDPR.
345	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	3400	Polish National Personal Data Protection Office (UODO)	07/10/2020	East Power Sp. z o.o.	Art. 31 GDPR|Art. 58 GDPR	Failure to implement sufficient measures to ensure information security		The East Power company failed to respond to three subpoenas related to a direct marketing complaint. Moreover, the data protection authority discovered that East Power had either obstructed the course of the investigation or, at the very least, did not fully cooperate with the supervisory authority in compliance with its obligations.
346	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	4000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	07/09/2020	Proleasing Motors SRL	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security		The company did not take the necessary organizational and security measures, which led to the unauthorized publication on Facebook of a certain document that contained access details to personal data of 436 customers of Proleasing Motors SLR.
347	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	55000	Spanish Data Protection Authority (AEPD)	07/10/2020	Xfera Moviles S.A.	Art. 5 GDPR|Art. 32 GDPR	Non-compliance with subjects' rights protection safeguards		When the company allocated a contract to a mobile phone connection to a new customer, the personal data of the old holder of the contract was made accessible. The company failed to comply with the principles of integrity and data confidentiality.
1	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland 	4000	Polish National Personal Data Protection Office (UODO)	10/18/2019	Polish Mayor	Art. 28 GDPR	Non-compliance with lawful basis for data processing	https://uodo.gov.pl/decyzje/ZSPU.421.3.2019	No data processing agreement has been concluded with the company whose servers contained the resources of the Public Information Bulletin (BIP) of the Municipal Office in Aleksandrów Kujawski. For this reason, a fine of 40.000 PLN (9400 EUR) was imposed on the mayor of the city.
2	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	2500	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	10/17/2019	UTTIS INDUSTRIES	Art. 12 GDPR|Art. 13 GDPR|Art. 5 (1) c) GDPR|Art. 6 GDPR	Information obligation non-compliance	https://www.dataprotection.ro/?page=A_patra_amenda&lang=ro	A controller was sanctioned because he had unlawfully processed the personal data (CNP), and images of employees obtained through the surveillance system. The disclosure of the CNP in a report for the ISCIR training in 2018 wasn’t legal, as per Art.6 GDPR.
3	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	10/16/2019	Xfera Moviles S.A.	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00262-2019_ORI.pdf	The company had unlawfully processed the personal data despite the subject’s request to stop doing so.
4	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	8000	Spanish Data Protection Authority (AEPD)	10/16/2019	Iberdrola Clientes	Art. 31 GDPR	Failure to cooperate with supervisory authority	https://www.aepd.es/resoluciones/PS-00304-2019_ORI.pdf	Iberdrola Clientes violated Article 13 of the GDPR when it showed a complete lack of cooperation with the AEPD. The latter had requested Iberdrola Clientes to provide the necessary information needed to add a person to the solvency list.
5	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	150000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	10/09/2019	Raiffeisen Bank SA	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/?page=Comunicat_Presa_09_10_2019&lang=ro	Raiffeisen Bank Romania did not observe the necessary security measures required by the GDPR when it assessed the scores of individuals on the WhatsApp platform. The personal data was exchanged via WhatsApp.
6	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	20000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	10/09/2019	Vreau Credit SRL	Art. 32 GDPR|Art. 33 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/?page=Comunicat_Presa_09_10_2019&lang=ro	The Company sent personal information through the WhatsApp platform to Raiffeisen Bank in order to facilitate the assessment of personal scores. The results were returned on the same platform.
7	https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg	Greece	200000	Hellenic Data Protection Authority (HDPA)	10/07/2019	Telecommunication Service Provider	Art. 5 (1) c) GDPR|Art. 25 GDPR	Failure to comply with data processing principles	https://www.dpa.gr/APDPXPortlets/htdocs/documentSDisplay.jsp?docid=3,241,32,146,79,143,149,112	Despite the clear refusal of telemarketing calls by the customers, the company proceeded to ignore this because of technical errors.
9	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	30000	Spanish Data Protection Authority (AEPD)	10/01/2019	Vueling Airlines	Art. 5 GDPR|Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00300-2019_ORI.pdf	Vueling Airlines made it impossible for users to access their website without accepting the cookies. Therefore, one couldn’t browse the website unless they accepted the cookies. The AEPD sanctioned the company with 30.000 euros
10	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	9000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	09/26/2019	Inteligo Media SA	Art. 5 (1) a) GDPR|Art. 6 (1) a) GDPR	Non-compliance with lawful basis for data processing	https://www.dataprotection.ro/?page=Alta_sanctiune_RGPD&lang=ro	An operator utilized an unfilled checkbox through which users could request that they do not receive any emails from the company. Since they couldn’t do that, they continued receiving information via email.
11	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	195407	Data Protection Authority of Berlin	09/19/2019	Delivery Hero	Art. 15 GDPR|Art. 17 GDPR|Art. 21 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20190919-PM-Bussgelder.pdf	The Company had retained the personal data of customers who had expressed their desire to discontinue receiving emails from the company. Eight customers complained to have received such emails, despite not having solicited them. Moreover, the company refused to share information with five subjects regarding their rights to withdraw consent in the processing of personal information.
12	https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg	Belgium	10000	Belgian Data Protection Authority (APD)	09/19/2019	Merchant	Art. 5 (1) c) GDPR	Failure to comply with data processing principles	https://www.sudinfo.be/id141981/article/2019-09-19/un-commercant-recu-une-amende-de-10000-euros-pour-avoir-voulu-creer-une-carte-de	A merchant was found guilty of trying to create a customer card using an electronic identity card. In doing so, the merchant would have needed access to personal information on the electronic identity card, including photo and barcode. The fine was 10.000 euros.
13	https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg	Poland	644780	Polish National Personal Data Protection Office (UODO)	09/10/2019	Morele.net	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://uodo.gov.pl/decyzje/ZSPR.421.2.2019	Morele.net was sanctioned with a fine of PLN 2.8 million because it hadn’t ensured the proper security standards of customers’ data. As a consequence, more than 2.2 million people had their personal data accessed illegally.
14	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	50000	Austrian Data Protection Authority (DSB)	08/30/2019	Medical Company	Art. 13 GDPR|Art. 37 GDPR	Information obligation non-compliance	https://apps.derstandard.at/privacywall/story/2000107377808/fussballerinnen-nackt-gefilmt-mostviertler-trainer-muss-strafe-zahlen	The company was fined because it had refused to comply with the obligation of appointing a data protection officer.
15	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	2600000	Data Protection Commission of Bulgaria (KZLD)	08/28/2019	National Revenue Agency	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.cpdp.bg/index.php?p=news_view&aid=1519	Because of the inappropriate handling of personal data, more than 6 million individuals had their data hacked. This informational leak was a direct cause of the company&#8217;s security laxity. 
16	https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg	Bulgaria	511000	Data Protection Commission of Bulgaria (KZLD)	08/28/2019	DSK Bank	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dvi.gov.lv/lv/zinas/datu-valsts-inspekcija-piemero-7000-eiro-lielu-naudas-sodu-internetveikalam-par-personas-datu-apstrades-parkapumiem/	Data leakage due to the inappropriate security and organizational measures of the company. Information related to more than 23.000 credits records belonging to more than 33.000 customers were made public. The data included names, ID numbers, biometric data, addresses, and copies of identity cards.
17	https://www.privacyaffairs.com/wp-content/uploads/2019/10/latvia.svg	Latvia	7000	Data State Inspectorate (DSI)	08/26/2019	Online services provider	Art. 17 GDPR	Non-compliance with subjects' rights protection safeguards	https://www.dvi.gov.lv/lv/zinas/datu-valsts-inspekcija-piemero-7000-eiro-lielu-naudas-sodu-internetveikalam-par-personas-datu-apstrades-parkapumiem/	The merchant had ignored a client’s demands to stop processing personal data, in particular, the phone number. The merchant had continued sending the subject advertising messages to the subject&#8217;s phone number.
18	https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg	Sweden	18630	Data Protection Authority of Sweden	08/20/2019	Skellefteå school	Art. 5 (1) c) GDPR|Art. 9 GDPR|Art. 35 GDPR|Art. 36 GDPR	Non-compliance with lawful basis for data processing	https://www.datainspektionen.se/globalassets/dokument/beslut/facial-recognition-used-to-monitor-the-attendance-of-students.pdf	A school attempted to introduce the use of facial recognition software to facilitate the attendance process of students. The school was ultimately fined because the means used to monitor attendance were disproportionate to the goal itself. Moreover, students and their parents couldn’t freely withdraw consent from being monitored to validate attendance. Furthermore, one case of processing activity presented elevated risks since it involved children dependent on the high-school board. Ultimately, the school didn’t observe Art. 35 of the GDPR.
19	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	60000	Spanish Data Protection Authority (AEPD)	08/16/2019	Avon Cosmetics	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.aepd.es/resoluciones/PS-00159-2019_ORI.pdf	A client had complained that AVOND COSMETICS hadn’t observed the law when it processed his personal data erroneously. His identity wasn’t properly verified, which led to the erroneous matching of that client with a register of claims. As a result, the client wasn’t able to work with his bank. Moreover, a third-party utilized the client’s personal data unlawfully.
20	https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg	Austria	11000	Austrian Data Protection Authority (DSB)	07/31/2019	Private individual (football coach)	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://apps.derstandard.at/privacywall/story/2000107377808/fussballerinnen-nackt-gefilmt-mostviertler-trainer-muss-strafe-zahlen	A soccer coach was fined for having covertly filmed female players while they were taking showers. This had taken place for many years.
21	https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg	Greece	150000	Hellenic Data Protection Authority (HDPA)	07/30/2019	PWC Business Solutions	Art. 5 (1) GDPR|Art. 5 (2) GDPR|Art. 6 (1) GDPR|Art. 13 (1) c) GDPR|Art. 14 (1) c) GDPR	Non-compliance with lawful basis for data processing	https://www.dpa.gr/pls/portal/docs/PAGE/APDPX/ENGLISH_INDEX/DECISIONS/SUMMARY%20OF%20DECISION%2026_2019%20(EN).PDF	The company unlawfully processed the employer&#8217;s data while creating the illusion that it acted under the legal basis of consent. Whereas, the company was using a different legal basis. This is a strict violation of the transparency principle. Moreover, the company violated the accountability principle when it failed to bring evidence related to the proper assessment of the employer&#8217;s data using the right legal bases. 
22	https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg	France	180000	French Data Protection Authority (CNIL)	07/25/2019	Active Assurances	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.legifrance.gouv.fr/affichCnil.do?id=CNILTEXT000038810992	The company had allowed for personal data belonging to clients (including copies of the driver’s license) to be publicized online. Apparently, unauthorized access was detected, and the fault lies with the inappropriate security measures.
23	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	0	Information Commissioner (ICO)	07/09/2019	Marriott International, Inc	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2019/07/statement-intention-to-fine-marriott-international-inc-more-than-99-million-under-gdpr-for-data-breach/	While the trial hasn’t ended yet, the ICO intends to fine the company. This is in accordance with Art. 32 of the GDPR, which the company allegedly infringed in a cyber-incident in November 2018. The incident involved the public exposal of personal records belonging to over 339 million people, out of which 31 million were residents of the European Economic Area. This vulnerability is believed to have been present in the Starwood hotels group, which Marriott International acquired. Due to the inappropriate and insufficient attention paid to the security of the systems, the ICO believes a fine is in order.<strong>Notice:</strong> Marriott is facing a fine of €110,390,200, but this is not yet final. As such, it’s not included in our statistics dashboard.
24	https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg	United Kingdom	0	Information Commissioner (ICO)	07/08/2019	British Airways	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2019/07/ico-announces-intention-to-fine-british-airways/	The ICO notified the British Airways of its intention to issue a fine worth 183.39 million pounds because of an alleged infringement of Art. 31 of the GDPR. The reason for this is related to an incident which the company reported in September 2018, when the British Airways website had diverted the users’ traffic to a dangerous website. The hackers in charge of this website had stolen the personal data of more than 500.000 customers. The company had poor security mechanisms to prevent such cyber-attacks from happening.<strong>Notice:</strong> British Airways is facing a fine of €204,600,000, but this is not yet final. As such, it’s not included in our statistics dashboard.
25	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	3000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	07/05/2019	Legal Company & Tax Hub SRL	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/?page=2019%20A%20treia%20amenda%20in%20aplicarea%20RGPD&lang=ro	The company had not imposed sufficient security measures, which led to the unauthorized access of personal information related to the people who had made transactions with the website avocatoo.ro. This information includes names, emails, phone numbers, jobs, surnames, mailing addresses, and transaction details). Documents dated 10th of November 2018 – 1st of February 2019 had become publicly accessible to anyone. The company was sanctioned following a notification by the National Supervisory Authority when transaction details were publicly accessible via two links. 
26	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	15000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	07/02/2019	World Trade Center Bucharest SA	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/index.jsp?page=O_noua_amenda_GDPR&lang=ro	A printed checklist used to verify the attendance of breakfast customers (approx. 46 clients) was photographed by unauthorized people. As a result, the personal data of those clients was disclosed to the public. The operator working for the hotel was sanctioned because of insufficient security measures.
27	https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg	Romania	130000	Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP)	06/27/2019	Unicredit Bank SA	Art. 25 (1) GDPR|Art. 5 (1) c) GDPR	Failure to implement sufficient measures to ensure information security	https://www.dataprotection.ro/?page=Comunicat_Amenda_Unicredit&lang=ro	The Company was issued a fine because it had failed to provide the necessary security and organization measures in two cases. Firstly, it failed in the appropriate determination of the data processing means. Secondly, it failed in the appropriate implementation of necessary security safeguards, which led to the public disclosure of the personal data of over 337.042 people.
28	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	15150	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	06/25/2019	Budapest Police Command	Art. 33 GDPR	Information obligation non-compliance	https://www.naih.hu/files/NAIH-2019-2471-hatarozat.pdf	The data controllers didn’t exert sufficient rigorousness when handling personal client data, which led to the displacement of a flash memory stick with personal data.
29	https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg	Netherlands	460000	Dutch Supervisory Authority for Data Protection (AP)	06/18/2019	Hague Hospital	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://autoriteitpersoonsgegevens.nl/nl/nieuws/haga-beboet-voor-onvoldoende-interne-beveiliging-pati%C3%ABntendossiers	After a serious investigation, the DDPA surmised that the Hague Hospital failed to provide the appropriate security measures for possession of patient records. This investigation had started following several events when multiple staff hospital members had checked the personal data of a Dutch person. Measures were taken, and the hospital was warned – it would have to update its security measures by the 2nd of October 2019 or it would incur e penalty of 100.000 EUR every two weeks.
30	https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg	France	20000	French Data Protection Authority (CNIL)	06/13/2019	Uniontrad Company	Art. 5 (1) c) GDPR|Art. 12 GDPR|Art. 13 GDPR|Art. 32 GDPR	Non-compliance with lawful basis for data processing	https://www.legifrance.gouv.fr/affichCnil.do?oldAction=rechExpCnil&id=CNILTEXT000038629823&fastReqId=946473298&fastPos=1	Complaints from the employees were received that they were unlawfully filmed in the workspace.  The company failed to observe the rules pertaining to the unlawful filming of employees all the time, and the necessity of providing information related to the data processing to the employees. The CNIL performed an audit in October 2018, and the company wasn’t observing the data protection laws. Therefore, fines were issued.
31	https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg	Spain	250000	Spanish Data Protection Authority (AEPD)	06/11/2019	Professional Football League (LaLiga)	Art. 5 (1) a)|Art. 7 (3) GDPR	Information obligation non-compliance	https://www.eldiario.es/tecnologia/Agencia-Proteccion-Datos-Liga-microfono_0_908859408.html#click=https://t.co/RI3qZzucaB	A fine was issued to the National Football League (LaLiga) because it had failed to inform users of the implications contained within the app it offered. This app remotely accessed the users&#8217; microphones once every minute to check pubs screening football matches. The AEPD thinks that the users were not sufficiently informed of this. Moreover, the users did not have the adequate possibility to withdraw their consent, once given.
32	https://www.privacyaffairs.com/wp-content/uploads/2019/10/denmark.svg	Denmark	200850	Danish Data Protection Authority (Datatilsynet)	06/03/2019	IDdesign A/S	Art. 5 (1) e) GDPR|Art. 5 (2) GDPR	Failure to comply with data processing principles	https://www.datatilsynet.dk/tilsyn-og-afgoerelser/afgoerelser/2019/jun/tilsyn-med-iddesigns-behandling-af-personoplysninger/	After an inspection in 2018 when irregularities were noticed, the company IDdesign was fined. The company had overused the data of over 380.000 customers for a longer period of time than they were allowed to, as per the initial goals of the data processing. Moreover, the company had no clear deadlines regarding the deletion of personal data. The controller had also ignored the necessity of having a clear policy on the data deletion procedures.
33	https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg	Belgium	2000	Belgian Data Protection Authority (APD)	05/28/2019	A mayor	Art. 5 (1) b) GDPR|Art. 6 GDPR	Several	https://www.autoriteprotectiondonnees.be/news/lautorite-de-protection-des-donnees-prononce-une-sanction-dans-le-cadre-dune-campagne	A mayor was fined for having misused people’s personal data during a political campaign.
34	https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg	France	400000	French Data Protection Authority (CNIL)	05/28/2019	SERGIC	Art. 32 GDPR	Failure to implement sufficient measures to ensure information security	https://www.legifrance.gouv.fr/affichCnil.do?oldAction=rechExpCnil&id=CNILTEXT000038552658&fastReqId=119744754&fastPos=1	The company was fined because of two reasons – the complete lack of security measures, and excessive data storage. Regarding the former reason, personal data, including health cards, IDs, divorce judgments, and account statements were available online with no authentication procedure. Moreover, the company breached the data storage deadline it had in place and kept clients&#8217; data for more than it should have.
35	https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg	Hungary	92146	Hungarian National Authority for Data Protection and the Freedom of Information (NAIH)	05/23/2019	Organizer of SZIGET festival and VOLT festival	Art. 6 GDPR|Art. 5 (1) b) GDPR|Art. 13 GDPR	Non-compliance with lawful basis for data processing and information obligation non-compliance	https://www.naih.hu/files/NAIH-2019-55_hatarozat.pdf	The subjects had not been informed about the data processing, and the data controllers had not complied with the principle of purpose limitation.
36	https://www.privacyaffairs.com/wp-content/uploads/2019/10/lithuania.svg	Lithuania	61500	Lithuanian Data Protection Authority (VDAI)	05/16/2019	UAB MisterTango	Art. 5 GDPR|Art. 32 GDPR|Art. 33 GDPR	Failure to implement sufficient measures to ensure information security and information obligation non-compliance	https://www.ada.lt/go.php/lit/Imones-atsakomybes-neisvengs--lietuvoje-skirta-zenkli-bauda-uz-bendrojo-duomenu-apsaugos-reglamento-pazeidimus-/1	The data controllers had overextended his authority to collect unwarranted information about the clients. Moreover, a data breach took place from 09-10 July 2018, when payment data was made available on the internet. Moreover, the data controllers had not reported the data breach.
37	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	3105	Czech Data Protection Authority (UOOU)	05/13/2019	Not known	Art. 5 (1) a) GDPR|Art. 5 (1) b) GDPR|Art. 32 (1) GDPR	Not known	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34471	Not available.
38	https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg	Germany	1400	Data Protection Authority of Baden-Wuerttemberg	05/09/2019	Police Officer	Art. 6 GDPR	Non-compliance with lawful basis for data processing	https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-erstes-bussgeld-gegen-polizeibeamten/	The police officer acted outside the boundaries of the law when he used the Central Traffic Information System to find out the personal data of the license plate of an unknown person. Moreover, he then proceeded with a SARS inquiry, gathering personal data of the injured parties (mobile and home phone numbers). The police officer then contacted the wounded party. These actions were done outside his lawful prerogatives, and it is an infringement of personal data. However, he acted not in trying to exercise official duties but to satisfy personal inquiries. Therefore, the police department is not to blame.
39	https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg	Czech Republic	194	Czech Data Protection Auhtority (UOOU)	05/06/2019	Public utility company	Art. 15 GDPR	Non-compliance with lawful basis for data processing	https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34472	Not available.
